,Name,NA_Sales,EU_Sales,JP_Sales,Other_Sales
13955,Ragnarok Odyssey,0.03,0.01,0.0,0.01
13956,Rugby 08,0.02,0.01,0.0,0.0
13957,GoPets: Vacation Island,0.03,0.0,0.0,0.0
13958,Pia Carrot e Youkoso!! 2.5,0.0,0.0,0.04,0.0
13959,Cy Girls,0.02,0.01,0.0,0.0
13960,The Sum of All Fears,0.03,0.01,0.0,0.0
13961,Da Capo I & II Plus Situation Portable,0.0,0.0,0.04,0.0
13962,World of Tanks,0.0,0.03,0.0,0.0
13963,Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,0.0,0.0,0.04,0.0
13964,Bubble Bobble Double Shot,0.03,0.0,0.0,0.0
13965,Minority Report: Everybody Runs,0.03,0.01,0.0,0.0
13966,Monster Hunter Frontier Online: Season 9.0,0.0,0.0,0.04,0.0
13967,Winning Post 8,0.0,0.0,0.04,0.0
13968,C.O.R.E.,0.03,0.0,0.0,0.0
13969,Garfield: The Search for Pooky,0.03,0.01,0.0,0.0
13970,Rugby World Cup 2015,0.0,0.03,0.0,0.01
13971,Galaxy Fight,0.0,0.0,0.04,0.0
13972,Chaos Wars,0.0,0.0,0.04,0.0
13973,Steambot Chronicles,0.02,0.01,0.0,0.0
13974,Toki no Kizuna: Sekigahara Kitan,0.0,0.0,0.04,0.0
13975,Mr. Driller,0.02,0.01,0.0,0.0
13976,Norn9: Norn + Nonette,0.0,0.0,0.04,0.0
13977,Super Hero Generation,0.0,0.0,0.04,0.0
13978,Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,0.0,0.0,0.04,0.0
13979,Gumby vs. the Astrobots,0.03,0.01,0.0,0.0
13980,Trine 2,0.0,0.03,0.0,0.01
13981,Doraemon: Shin Nobita no Nihon Tanjou,0.0,0.0,0.04,0.0
13982,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,0.0,0.0,0.04,0.0
13983,Worms: Ultimate Mayhem,0.0,0.03,0.0,0.0
13984,Scaler,0.03,0.01,0.0,0.0
13985,NHL Legacy,0.03,0.0,0.0,0.01
13986,Chaos;Head Noah,0.0,0.0,0.04,0.0
13987,Tears to Tiara Anecdotes: The Secret of Avalon,0.0,0.0,0.04,0.0
13988,Legasista,0.0,0.0,0.04,0.0
13989,Fatal Fury: Battle Archives Volume 1,0.02,0.01,0.0,0.0
13990,The Night of the Rabbit,0.0,0.03,0.0,0.0
13991,Harukanaru Toki no Naka de 3: Unmei no Meikyuu Aizouban,0.0,0.0,0.04,0.0
13992,Rhapsody: A Musical Adventure,0.02,0.01,0.0,0.0
13993,NHL 16,0.0,0.03,0.0,0.01
13994,Destiny: The Collection,0.01,0.02,0.0,0.0
13995,Music Maker: Rockstar,0.02,0.01,0.0,0.0
13996,Fading Shadows,0.03,0.0,0.0,0.0
13997,Formula 1 06,0.0,0.0,0.04,0.0
13998,Without Warning,0.02,0.01,0.0,0.0
13999,"Minna de Jibun no Setsumeisho: B-Kata, A-Kata, AB-Kata, O-Kata",0.0,0.0,0.04,0.0
14000,Smashing Drive,0.03,0.01,0.0,0.0
14001,Age of Mythology: The Titans,0.01,0.02,0.0,0.0
14002,Fighting Vipers 2,0.0,0.0,0.04,0.0
14003,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,0.03,0.01,0.0,0.0
14004,Sudoku Ball Detective,0.02,0.01,0.0,0.0
14005,12-Sai. Koisuru Diary,0.0,0.0,0.04,0.0
14006,Castlevania: Lords of Shadow - Reverie,0.02,0.01,0.0,0.01
14007,Napoleon Dynamite: The Game,0.03,0.0,0.0,0.0
14008,Beatdown: Fists of Vengeance,0.03,0.01,0.0,0.0
14009,Enchanted Arms (JP sales),0.0,0.0,0.04,0.0
14010,Monster Force,0.03,0.01,0.0,0.0
14011,World of Goo,0.0,0.03,0.0,0.01
14012,Onsei Kanjou Sokuteiki: Kokoro Scan,0.0,0.0,0.04,0.0
14013,Clock Zero: Shuuen no Ichibyou Portable,0.0,0.0,0.04,0.0
14014,San Goku Shi DS 3,0.0,0.0,0.04,0.0
14015,Trick x Logic: Season 2,0.0,0.0,0.04,0.0
14016,Challenge Me: Word Puzzles,0.03,0.0,0.0,0.0
14017,Hakuouki: Zuisouroku,0.0,0.0,0.04,0.0
14018,World in Conflict,0.0,0.03,0.0,0.01
14019,World Championship Pool 2004,0.03,0.01,0.0,0.0
14020,Derby Tsuku 5: Derby Uma o Tsukurou!,0.0,0.0,0.04,0.0
14021,S.T.A.L.K.E.R.: Clear Sky,0.0,0.03,0.0,0.01
14022,Jikkyou Powerful Major League 2009,0.0,0.0,0.04,0.0
14023,SD Gundam Force: Showdown!,0.02,0.01,0.0,0.0
14024,Ray Gigant,0.0,0.0,0.04,0.0
14025,Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,0.0,0.0,0.04,0.0
14026,Flow: Urban Dance Uprising,0.02,0.01,0.0,0.0
14027,Ailu de Puzzle,0.0,0.0,0.04,0.0
14028,World in Conflict: Complete Edition,0.0,0.03,0.0,0.01
14029,True Pinball,0.02,0.01,0.0,0.0
14030,Jane's Hotel,0.03,0.0,0.0,0.0
14031,Stadium Games,0.03,0.01,0.0,0.0
14032,RLH: Run Like Hell,0.03,0.01,0.0,0.0
14033,Power Play Pool,0.03,0.0,0.0,0.0
14034,J-League Pro Striker 2,0.0,0.0,0.04,0.0
14035,Obscure,0.03,0.01,0.0,0.0
14036,Caesar III,0.0,0.03,0.0,0.01
14037,Super Robot Taisen: Scramble Commander the 2nd,0.0,0.0,0.04,0.0
14038,Mahjong Taikai,0.0,0.0,0.04,0.0
14039,Tomb Raider: Anniversary,0.0,0.03,0.0,0.01
14040,Espgaluda II Black Label,0.0,0.0,0.04,0.0
14041,The Croods: Prehistoric Party!,0.01,0.02,0.0,0.0
14042,Bratz Kidz,0.03,0.0,0.0,0.0
14043,Hot Potato!,0.03,0.01,0.0,0.0
14044,Barbie and Her Sisters Puppy Rescue,0.0,0.03,0.0,0.0
14045,Kiniro no Corda 2 f,0.0,0.0,0.04,0.0
14046,Swords,0.03,0.0,0.0,0.0
14047,Winter Sports 3: The Great Tournament,0.0,0.03,0.0,0.01
14048,Deception III: Dark Delusion,0.02,0.01,0.0,0.0
14049,Gothic Universe,0.0,0.03,0.0,0.01
14050,Ultimate Game Room,0.03,0.0,0.0,0.0
14051,Alpha Protocol,0.0,0.03,0.0,0.01
14052,Penguins of Madagascar,0.01,0.02,0.0,0.0
14053,Nobunaga's Ambition II,0.0,0.0,0.04,0.0
14054,DarkStar One,0.0,0.03,0.0,0.01
14055,Half-Minute Hero 2,0.0,0.0,0.04,0.0
14056,Clockwork Empires,0.0,0.03,0.0,0.0
14057,Monster Kingdom: Jewel Summoner,0.0,0.0,0.04,0.0
14058,Cook Wars,0.03,0.0,0.0,0.0
14059,Kuroshitsuji: Phantom & Ghost,0.0,0.0,0.04,0.0
14060,Petz: Catz Playground,0.03,0.0,0.0,0.0
14061,Pirates: Duels on the High Seas,0.03,0.0,0.0,0.0
14062,Fushigi no Dungeon: Fuurai no Shiren 5 - Fortune Tower to Unmei no Dice,0.0,0.0,0.04,0.0
14063,Sins of a Solar Empire: Trinity,0.0,0.03,0.0,0.01
14064,Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Shu-Hen,0.0,0.0,0.04,0.0
14065,Mahjong 300,0.0,0.03,0.0,0.0
14066,The Ant Bully,0.03,0.01,0.0,0.0
14067,Sega Arcade Gallery,0.03,0.01,0.0,0.0
14068,Crazy Machines,0.0,0.03,0.0,0.0
14069,Astrology DS,0.03,0.0,0.0,0.0
14070,"My World, My Way (US sales)",0.04,0.0,0.0,0.0
14071,Planescape: Torment,0.01,0.02,0.0,0.01
14072,Tao Adventure: Curse Demon,0.03,0.0,0.0,0.0
14073,Aegis of Earth: Protonovus Assault,0.02,0.01,0.0,0.01
14074,Hello Kitty: Roller Rescue,0.0,0.03,0.0,0.0
14075,Double Value!: ATV Thunder Ridge Riders / Monster Trucks Mayhem,0.03,0.0,0.0,0.0
14076,A Game of Thrones: Genesis,0.0,0.03,0.0,0.01
14077,Hotel Giant 2,0.0,0.03,0.0,0.01
14078,NHRA Drag Racing: Countdown to the Championship,0.02,0.01,0.0,0.0
14079,Black Stone: Magic & Steel,0.03,0.01,0.0,0.0
14080,MLB 15: The Show,0.03,0.0,0.0,0.01
14081,Puyo Pop Fever(us sales),0.03,0.0,0.0,0.0
14082,Hitman: Blood Money,0.0,0.03,0.0,0.01
14083,Assassin's Creed Chronicles: China,0.0,0.03,0.0,0.01
14084,The Cursed Crusade,0.0,0.03,0.0,0.01
14085,Harukanaru Toki no Naka de: Maihitoyo,0.0,0.0,0.04,0.0
14086,Painkiller: Hell Wars,0.03,0.01,0.0,0.0
14087,Housekeeping,0.0,0.0,0.04,0.0
14088,FunkMaster Flex's Digital Hitz Factory,0.02,0.01,0.0,0.0
14089,Star Wars Jedi Knight: Jedi Academy,0.0,0.03,0.0,0.01
14090,Greg Hastings Paintball 2,0.03,0.0,0.0,0.0
14091,Sangoku Koi Senki: Otome no Heihou!,0.0,0.0,0.04,0.0
14092,Batman: A Telltale Game Series,0.01,0.02,0.0,0.01
14093,Castlevania Bloodlines,0.0,0.0,0.04,0.0
14094,Hakuouki: Zuisouroku DS,0.0,0.0,0.04,0.0
14095,Might & Magic X: Legacy,0.0,0.03,0.0,0.0
14096,Detective Conan: Prelude from the Past,0.0,0.0,0.04,0.0
14097,Luminous Arc 3,0.0,0.0,0.04,0.0
14098,Major League Baseball 2K8,0.03,0.0,0.0,0.0
14099,FabStyle,0.0,0.0,0.03,0.0
14100,Rebel Raiders: Operation Nighthawk,0.02,0.01,0.0,0.0
14101,Turbo: Super Stunt Squad,0.0,0.03,0.0,0.0
14102,Zenkoku Dekotora Matsuri,0.0,0.0,0.03,0.0
14103,Adventure Time: Explore the Dungeon Because I Don't Know!,0.02,0.01,0.0,0.0
14104,Fast & Furious: Showdown,0.0,0.03,0.0,0.0
14105,Alienators: Evolution Continues,0.03,0.01,0.0,0.0
14106,Onechanbara Z Kagura,0.0,0.0,0.03,0.0
14107,Marines: Modern Urban Combat,0.03,0.0,0.0,0.0
14108,DoraMoji: Nobita no Kanji Daisakusen,0.0,0.0,0.03,0.0
14109,Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin,0.0,0.0,0.03,0.0
14110,Supreme Ruler: Cold War,0.0,0.03,0.0,0.01
14111,Travel Coach: Europe 1,0.0,0.03,0.0,0.0
14112,Top Gun: Hard Lock,0.0,0.03,0.0,0.01
14113,MX World Tour Featuring Jamie Little,0.03,0.01,0.0,0.0
14114,XBLAZE Code: Embryo,0.02,0.0,0.01,0.0
14115,The Idolmaster: Gravure For You! Vol. 4,0.0,0.0,0.03,0.0
14116,RedCard 20-03,0.03,0.01,0.0,0.0
14117,Katekyoo Hitman Reborn! DS: Fate of Heat II - Unmei no Futari,0.0,0.0,0.03,0.0
14118,Puyo Puyo 7,0.0,0.0,0.03,0.0
14119,Asterix & Obelix: Kick Buttix,0.02,0.01,0.0,0.0
14120,Radiant Silvergun,0.0,0.0,0.03,0.0
14121,Bounty Hounds,0.03,0.0,0.0,0.0
14122,Care Bears - Care Quest,0.02,0.01,0.0,0.0
14123,Apache: Air Assault,0.0,0.03,0.0,0.01
14124,Cooking Mama: My Sweets Shop,0.0,0.0,0.03,0.0
14125,Championship Manager Season 01/02,0.0,0.03,0.0,0.01
14126,Even in a Game Listen to Me Girls. I Am Your Father!,0.0,0.0,0.03,0.0
14127,Tokyo Majin Gakuen: Kenfuuchou,0.0,0.0,0.03,0.0
14128,Boboboubo Boubobo: Ougi 87.5 Bakuretsu Hanage Shinken,0.0,0.0,0.03,0.0
14129,Zatch Bell! Electric Arena,0.02,0.01,0.0,0.0
14130,Boulder Dash: Rocks!,0.0,0.03,0.0,0.0
14131,NHRA Drag Racing: Countdown to the Championship,0.03,0.0,0.0,0.0
14132,The Void,0.0,0.03,0.0,0.01
14133,TOCA Race Driver 3,0.03,0.01,0.0,0.0
14134,Daito Giken Premium Pachi-Slot Collection: Yoshimune,0.0,0.0,0.03,0.0
14135,Maximum Racing: Drag & Stock Racer,0.03,0.0,0.0,0.0
14136,Sky Dancers,0.02,0.01,0.0,0.0
14137,Silent Scope,0.02,0.01,0.0,0.0
14138,Resident Evil 4 HD,0.03,0.0,0.0,0.01
14139,World Series of Poker: Tournament of Champions 2007 Edition,0.02,0.01,0.0,0.0
14140,Clever Kids: Pirates,0.0,0.03,0.0,0.0
14141,Yggdra Union: We'll Never Fight Alone,0.0,0.0,0.03,0.0
14142,Tour de France 2014,0.0,0.03,0.0,0.0
14143,Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou,0.0,0.0,0.03,0.0
14144,Rapala Tournament Fishing!,0.03,0.0,0.0,0.0
14145,The Legend of Heroes: Trails in the Sky SC Evolution,0.0,0.0,0.03,0.0
14146,Prey,0.0,0.03,0.0,0.01
14147,Wangan Midnight,0.0,0.0,0.03,0.0
14148,ESPN NBA 2Night 2002,0.02,0.01,0.0,0.0
14149,Cabela's Dangerous Hunts 2,0.03,0.01,0.0,0.0
14150,SpongeBob: HeroPants,0.03,0.0,0.0,0.0
14151,Kekkaishi: Kokubourou no Kage,0.0,0.0,0.03,0.0
14152,Trap Gunner: Countdown to Oblivion,0.02,0.01,0.0,0.0
14153,Suzumiya Haruhi no Tsuisou,0.0,0.0,0.03,0.0
14154,Mame Goma: Shiro to Kuro no Meikyuu,0.0,0.0,0.03,0.0
14155,"Crouching Tiger, Hidden Dragon",0.02,0.01,0.0,0.0
14156,Clash of Elementalists,0.0,0.03,0.0,0.0
14157,Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo,0.0,0.0,0.03,0.0
14158,Harukanaru Toki no Naka de Yumenoukihashi Special,0.0,0.0,0.03,0.0
14159,Rise of Nations: Rise of Legends,0.0,0.03,0.0,0.01
14160,Sabre Wulf,0.02,0.01,0.0,0.0
14161,Tsuyo Kiss: Mighty Heart,0.0,0.0,0.03,0.0
14162,Zoo Tycoon,0.0,0.03,0.0,0.01
14163,Gacharoku,0.0,0.0,0.03,0.0
14164,SX Superstar,0.03,0.01,0.0,0.0
14165,Cake Mania: Baker's Challenge,0.03,0.0,0.0,0.0
14166,MotoGP,0.03,0.0,0.0,0.0
14167,Zoo Vet: Endangered Animals,0.03,0.0,0.0,0.0
14168,Deer Drive: Legends,0.03,0.0,0.0,0.0
14169,Driven,0.02,0.01,0.0,0.0
14170,Red Faction II,0.03,0.01,0.0,0.0
14171,Criminal Girls 2,0.0,0.0,0.03,0.0
14172,SD Gundam G Generation: Gather Beat 2,0.0,0.0,0.03,0.0
14173,Original Story from Fairy Tail: Gekitotsu! Kardia Daiseidou,0.0,0.0,0.03,0.0
14174,Who Wants to be a Millionaire: 1st Edition,0.0,0.03,0.0,0.0
14175,Diabolik Lovers: Dark Fate,0.0,0.0,0.03,0.0
14176,Battle Engine Aquila,0.02,0.01,0.0,0.0
14177,Astonishia Story,0.03,0.0,0.0,0.0
14178,Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,0.0,0.0,0.03,0.0
14179,Special Forces: Nemesis Strike,0.03,0.01,0.0,0.0
14180,Women's Volleyball Championship,0.0,0.0,0.03,0.0
14181,Junior Island Adventure,0.03,0.0,0.0,0.0
14182,Jikkyou Powerful Pro Yakyuu Wii Ketteiban,0.0,0.0,0.03,0.0
14183,MX vs. ATV Supercross,0.02,0.01,0.0,0.01
14184,Rakushou! Pachi-Slot Sengen 5: Rio Paradise,0.0,0.0,0.03,0.0
14185,Sacra Terra: Angelic Night,0.01,0.02,0.0,0.01
14186,Teenage Mutant Ninja Turtles: Mutants in Manhattan,0.02,0.01,0.0,0.0
14187,Battle Assault 3 featuring Gundam Seed,0.02,0.01,0.0,0.0
14188,Crimson Tears,0.02,0.01,0.0,0.0
14189,Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen,0.0,0.0,0.03,0.0
14190,Batman Forever: The Arcade Game,0.02,0.01,0.0,0.0
14191,Romance of the Three Kingdoms (3DS),0.0,0.0,0.03,0.0
14192,Electroplankton,0.01,0.0,0.02,0.0
14193,Cabela's Outdoor Adventures,0.03,0.01,0.0,0.0
14194,Makai Senki Disgaea 4: Fuuka & Desco-hen Hajime Mashita,0.0,0.0,0.03,0.0
14195,Backyard NFL Football 2006,0.02,0.01,0.0,0.0
14196,Game of Thrones (Telltale),0.02,0.01,0.0,0.0
14197,Mashiro Iro Symphony: *mutsu-no-hana,0.0,0.0,0.03,0.0
14198,Monster Guardians,0.0,0.0,0.03,0.0
14199,Sunday vs Magazine Shuuketsu! Choujou Daikessen,0.0,0.0,0.03,0.0
14200,An American Tail: Fievel's Gold Rush,0.02,0.01,0.0,0.0
14201,Dead or Alive Xtreme 3: Venus,0.0,0.0,0.03,0.0
14202,Diabolik Lovers: More Blood,0.0,0.0,0.03,0.0
14203,Magna Carta Portable,0.0,0.0,0.03,0.0
14204,Red Faction: Guerrilla,0.0,0.03,0.0,0.01
14205,The Italian Job,0.03,0.01,0.0,0.0
14206,Crazy Chicken: Star Karts,0.03,0.0,0.0,0.0
14207,Detective Conan: Phantom Rhapsody,0.0,0.0,0.03,0.0
14208,Super Dodgeball Brawlers (jp sales),0.0,0.0,0.03,0.0
14209,Makai Senki Disgaea Portable: Tsuushin Taisen Hajime Mashita,0.0,0.0,0.03,0.0
14210,M&Ms Shell Shocked,0.02,0.01,0.0,0.0
14211,RACE On,0.0,0.03,0.0,0.01
14212,K-On! After School Live!! HD Ver.,0.0,0.0,0.03,0.0
14213,Metal Gear Solid: The Essential Collection (JP sales),0.0,0.0,0.03,0.0
14214,Overlord II,0.0,0.03,0.0,0.01
14215,Young Justice: Legacy,0.0,0.03,0.0,0.0
14216,3D Baseball,0.02,0.01,0.0,0.0
14217,Pachitte Chonmage Tatsujin 12: Pachinko Ultraman,0.0,0.0,0.03,0.0
14218,First Queen: Ornic Senki,0.0,0.0,0.03,0.0
14219,Call of Juarez: Bound in Blood,0.0,0.03,0.0,0.01
14220,Dream C Club Zero,0.0,0.0,0.03,0.0
14221,Shining Stars,0.03,0.0,0.0,0.0
14222,Tail Concerto,0.02,0.01,0.0,0.0
14223,The Sum of All Fears,0.03,0.01,0.0,0.0
14224,James Pond: Codename Robocod,0.02,0.01,0.0,0.0
14225,Yumi's Odd Odyssey,0.0,0.0,0.03,0.0
14226,Night Head: The Labyrinth,0.0,0.0,0.03,0.0
14227,JoJo's Bizarre Adventure: Eyes of Heaven,0.0,0.0,0.03,0.0
14228,Angler's Club: Ultimate Bass Fishing 3D,0.0,0.03,0.0,0.0
14229,Utawarerumono Portable,0.0,0.0,0.03,0.0
14230,Gaia Saver Hero Saidai no Sakusen,0.0,0.0,0.03,0.0
14231,EverBlue 2,0.02,0.01,0.0,0.0
14232,Emma at the Farm,0.03,0.0,0.0,0.0
14233,NASCAR Heat Evolution,0.03,0.0,0.0,0.01
14234,Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen,0.0,0.0,0.03,0.0
14235,The Sims 2: Glamour Life Stuff,0.0,0.03,0.0,0.01
14236,Safari Adventures: Africa,0.03,0.0,0.0,0.0
14237,Summer Athletics: The Ultimate Challenge,0.02,0.01,0.0,0.0
14238,Prince of Persia: The Forgotten Sands,0.0,0.03,0.0,0.0
14239,Yumeiro Patissiere: My Sweets Cooking,0.0,0.0,0.03,0.0
14240,Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable,0.0,0.0,0.03,0.0
14241,Clannad,0.0,0.0,0.03,0.0
14242,Maximum Racing: GP Classic Racing,0.03,0.0,0.0,0.0
14243,Trials Fusion,0.0,0.03,0.0,0.0
14244,Rugby League Live 3,0.0,0.03,0.0,0.0
14245,PowerSlave,0.02,0.01,0.0,0.0
14246,Legend of the Dragon,0.03,0.0,0.0,0.0
14247,Project Gotham Racing 2 (JP weekly sales),0.0,0.0,0.03,0.0
14248,Ukiyo no Shishi,0.0,0.0,0.03,0.0
14249,The Binding of Isaac,0.0,0.03,0.0,0.0
14250,CT Special Forces,0.02,0.01,0.0,0.0
14251,FIFA World Cup: Germany 2006,0.02,0.01,0.0,0.0
14252,Jewel Master: Cradle of Rome,0.03,0.0,0.0,0.0
14253,Midnight Mysteries: The Edgar Allan Poe Conspiracy,0.0,0.03,0.0,0.01
14254,Beastly,0.03,0.0,0.0,0.0
14255,Crash Time: Autobahn Pusuit,0.03,0.0,0.0,0.0
14256,Earthworm Jim 2,0.02,0.01,0.0,0.0
14257,Garfield: A Tale of Two Kitties,0.03,0.0,0.0,0.0
14258,Tamagotchi no Doki Doki Dream Omisecchi,0.0,0.0,0.03,0.0
14259,Toushin Toshi,0.0,0.0,0.03,0.0
14260,Suujin Taisen,0.0,0.0,0.03,0.0
14261,SBK 2011: FIM Superbike World Championship,0.0,0.03,0.0,0.01
14262,Driv3r,0.02,0.01,0.0,0.0
14263,Street Supremacy,0.03,0.0,0.0,0.0
14264,Combat Mission: Shock Force,0.0,0.03,0.0,0.01
14265,Rome: Total War - Gold Edition,0.0,0.03,0.0,0.01
14266,House M.D.,0.02,0.01,0.0,0.0
14267,Mystery Case Files: Ravenhearst,0.01,0.02,0.0,0.01
14268,YoKai Watch Dance: Just Dance Special Version,0.0,0.0,0.03,0.0
14269,River King: Mystic Valley (jp sales),0.0,0.0,0.03,0.0
14270,Winning Post World,0.0,0.0,0.03,0.0
14271,Jig-A-Pix: Wild World,0.03,0.01,0.0,0.0
14272,Best Friends Tonight,0.03,0.0,0.0,0.0
14273,Beyond the Labyrinth,0.0,0.0,0.03,0.0
14274,Living Legends: Frozen Beauty,0.0,0.03,0.0,0.0
14275,Super Hero Generation,0.0,0.0,0.03,0.0
14276,.hack: Sekai no Mukou ni + Versus,0.0,0.0,0.03,0.0
14277,Sea Park Tycoon,0.02,0.01,0.0,0.0
14278,Disney Sports Soccer,0.03,0.01,0.0,0.0
14279,Cooking Mama 5: Bon Appetit!,0.0,0.0,0.03,0.0
14280,Mame Goma: Honobo no Nikki,0.0,0.0,0.03,0.0
14281,Guitar Hero: World Tour,0.0,0.03,0.0,0.01
14282,Nancy Drew: Alibi In Ashes,0.03,0.0,0.0,0.0
14283,The Walking Dead: Season One,0.0,0.03,0.0,0.01
14284,Ultimate Block Party,0.03,0.0,0.0,0.0
14285,Disney's Hide & Sneak,0.03,0.01,0.0,0.0
14286,Super Robot Taisen OG Saga: Masou Kishin III - Pride of Justice,0.0,0.0,0.03,0.0
14287,Nobunaga no Yabou: Kakushin with Power-Up Kit,0.0,0.0,0.03,0.0
14288,Raw Danger!,0.02,0.01,0.0,0.0
14289,Arthur and the Invisibles,0.03,0.0,0.0,0.0
14290,Flipper Critters,0.03,0.0,0.0,0.0
14291,Medarot 9: Kabuto Ver. / Kuwagata Ver.,0.0,0.0,0.03,0.0
14292,Monster Rancher Hop-A-Bout,0.02,0.01,0.0,0.0
14293,Foto Showdown,0.03,0.0,0.0,0.0
14294,Custom Beat Battle: Draglade 2,0.0,0.0,0.03,0.0
14295,Gotouchi Kenkei DS,0.0,0.0,0.03,0.0
14296,Bikkuriman Daijiten,0.0,0.0,0.03,0.0
14297,Accel World: Ginyoku no Kakusei,0.0,0.0,0.03,0.0
14298,Elf Bowling 1 & 2,0.02,0.01,0.0,0.0
14299,Men of War,0.01,0.02,0.0,0.01
14300,Toy Shop,0.03,0.0,0.0,0.0
14301,Metroid Prime: Federation Force,0.02,0.01,0.01,0.0
14302,GunGriffon: Allied Strike,0.02,0.01,0.0,0.0
14303,Stacked with Daniel Negreanu,0.03,0.0,0.0,0.0
14304,Vitamin X Evolution,0.0,0.0,0.03,0.0
14305,Saru! Get You! SaruSaru Daisakusen,0.0,0.0,0.03,0.0
14306,Sonic Boom: Fire & Ice,0.03,0.0,0.0,0.0
14307,The Flintstones: Big Trouble in Bedrock,0.02,0.01,0.0,0.0
14308,Hallowed Legends: Samhain,0.0,0.02,0.0,0.01
14309,Captain Morgane and the Golden Turtle,0.0,0.03,0.0,0.0
14310,Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken,0.0,0.0,0.03,0.0
14311,Silverlicious,0.03,0.0,0.0,0.0
14312,Majesty 2: The Fantasy Kingdom Sim,0.03,0.0,0.0,0.0
14313,Gakusen Toshi Asterisk Festa: Houka Kenran,0.0,0.0,0.03,0.0
14314,BeatMania IIDX 14 Gold,0.0,0.0,0.03,0.0
14315,PopCap Arcade Vol 2,0.03,0.0,0.0,0.0
14316,Toriko: Ultimate Survival,0.0,0.0,0.03,0.0
14317,Big Ichigeki! Pachi-Slot Taikouryku Universal Museum,0.0,0.0,0.03,0.0
14318,Vegas Casino,0.03,0.0,0.0,0.0
14319,Monster High: New Ghoul in School,0.0,0.03,0.0,0.0
14320,Madou Monogatari,0.0,0.0,0.03,0.0
14321,Biker Mice From Mars,0.03,0.0,0.0,0.0
14322,Smart Girl's Winter Wonderland,0.03,0.0,0.0,0.0
14323,Tork: Prehistoric Punk,0.02,0.01,0.0,0.0
14324,Togainu no Chi: True Blood,0.0,0.0,0.03,0.0
14325,Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,0.0,0.0,0.03,0.0
14326,Chicken Shoot 2,0.02,0.01,0.0,0.0
14327,Neverwinter Nights,0.0,0.03,0.0,0.01
14328,East India Company Collection,0.0,0.03,0.0,0.0
14329,Battle vs. Chess,0.0,0.03,0.0,0.0
14330,The Inner World,0.0,0.03,0.0,0.0
14331,Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,0.0,0.0,0.03,0.0
14332,Underground Pool,0.03,0.0,0.0,0.0
14333,Accel World: Ginyoku no Kakusei,0.0,0.0,0.03,0.0
14334,Classic Dungeon: Fuyoku no Masoujin,0.0,0.0,0.03,0.0
14335,Alter Ego,0.0,0.03,0.0,0.01
14336,Dragon's Dogma Online,0.0,0.0,0.03,0.0
14337,Rampo,0.0,0.0,0.03,0.0
14338,River City Super Sports Challenge,0.01,0.0,0.02,0.0
14339,My Pet Shop (JP sales),0.0,0.0,0.03,0.0
14340,Exstetra,0.0,0.0,0.03,0.0
14341,Konami Classics Series: Arcade Hits,0.01,0.0,0.02,0.0
14342,Dodge Racing: Charger vs Challenger,0.03,0.0,0.0,0.0
14343,Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,0.0,0.0,0.03,0.0
14344,Atelier Sophie: The Alchemist of the Mysterious Book,0.0,0.0,0.03,0.0
14345,SingStar Chartbreaker,0.0,0.02,0.0,0.01
14346,Hiiro no Kakera 2: Hisui no Shizuku,0.0,0.0,0.03,0.0
14347,Pro Yakyuu Spirits 5 Kanzenban,0.0,0.0,0.03,0.0
14348,Sorcery Saga: The Curse of the Great Curry God,0.0,0.0,0.03,0.0
14349,SingStar Fussballhits,0.0,0.02,0.0,0.01
14350,A Good Librarian Like a Good Shepherd: Library Party,0.0,0.0,0.03,0.0
14351,Dance Factory,0.02,0.01,0.0,0.0
14352,LEGO Legends of Chima: Laval's Journey,0.0,0.03,0.0,0.0
14353,Montessori Music,0.01,0.02,0.0,0.0
14354,Totally Spies!,0.02,0.01,0.0,0.0
14355,DragonHeart: Fire & Steel,0.02,0.01,0.0,0.0
14356,Nishijin Pachinko Monogatari 2,0.0,0.0,0.03,0.0
14357,Chaos;Head - Love Chu*Chu!,0.0,0.0,0.03,0.0
14358,Gal Gun: Double Peace,0.0,0.02,0.01,0.0
